,from,to,period,all_period_flow,female_period_flow,male_period_flow,period_year
18578,South Korea,United Kingdom,1.0,51,15.0,33.0,1998-2002
4717,Croatia,Netherlands,1.0,4,1.0,3.0,1998-2002
13740,Netherlands,Indonesia,1.0,7,4.0,2.0,1998-2002
15538,Peru,Panama,1.0,1,0.0,1.0,1998-2002
8377,Hungary,Belarus,1.0,1,0.0,1.0,1998-2002
21972,United Kingdom,Palestinian Territory,1.0,4,0.0,4.0,1998-2002
8378,Hungary,Belgium,1.0,16,3.0,13.0,1998-2002
20858,Tunisia,United States,1.0,18,3.0,15.0,1998-2002
8385,Hungary,Brazil,1.0,5,1.0,4.0,1998-2002
4704,Croatia,Japan,1.0,3,3.0,0.0,1998-2002
15528,Peru,Netherlands,1.0,1,1.0,0.0,1998-2002
21976,United Kingdom,Panama,1.0,4,1.0,3.0,1998-2002
8360,Honduras,United States,1.0,2,1.0,1.0,1998-2002
8357,Honduras,Sweden,1.0,1,0.0,1.0,1998-2002
4761,Croatia,Sweden,1.0,3,1.0,2.0,1998-2002
20866,Turkey,Argentina,1.0,1,0.0,1.0,1998-2002
4756,Croatia,Spain,1.0,3,2.0,1.0,1998-2002
15517,Peru,Kenya,1.0,1,0.0,1.0,1998-2002
13753,Netherlands,Israel,1.0,17,4.0,13.0,1998-2002
19132,Sudan,Netherlands,1.0,6,1.0,4.0,1998-2002
4752,Croatia,South Africa,1.0,1,0.0,1.0,1998-2002
21960,United Kingdom,Norway,1.0,91,25.0,65.0,1998-2002
8351,Honduras,Mexico,1.0,1,0.0,1.0,1998-2002
4748,Croatia,Slovenia,1.0,2,0.0,2.0,1998-2002
13749,Netherlands,Ireland,1.0,22,6.0,16.0,1998-2002
8354,Honduras,Peru,1.0,1,0.0,1.0,1998-2002
4744,Croatia,Slovakia,1.0,5,1.0,4.0,1998-2002
18582,South Korea,United States,1.0,1253,261.0,895.0,1998-2002
15524,Peru,Mexico,1.0,3,1.0,2.0,1998-2002
4739,Croatia,Serbia,1.0,190,73.0,115.0,1998-2002
21964,United Kingdom,Oman,1.0,20,3.0,17.0,1998-2002
4735,Croatia,Russia,1.0,1,0.0,1.0,1998-2002
13736,Netherlands,India,1.0,14,2.0,9.0,1998-2002
4700,Croatia,Italy,1.0,5,2.0,3.0,1998-2002
8388,Hungary,Bulgaria,1.0,6,4.0,2.0,1998-2002
8415,Hungary,Denmark,1.0,7,1.0,6.0,1998-2002
4663,Croatia,China,1.0,3,0.0,3.0,1998-2002
20846,Tunisia,Thailand,1.0,3,3.0,0.0,1998-2002
4659,Croatia,Canada,1.0,3,1.0,2.0,1998-2002
8420,Hungary,Egypt,1.0,6,2.0,4.0,1998-2002
4656,Croatia,Bulgaria,1.0,1,0.0,1.0,1998-2002
4655,Croatia,Brazil,1.0,1,0.0,1.0,1998-2002
8424,Hungary,Estonia,1.0,1,0.0,1.0,1998-2002
13716,Netherlands,Germany,1.0,334,49.0,281.0,1998-2002
4651,Croatia,Bosnia and Herzegovina,1.0,4,2.0,2.0,1998-2002
21992,United Kingdom,Poland,1.0,87,17.0,70.0,1998-2002
13715,Netherlands,Georgia,1.0,1,0.0,1.0,1998-2002
8429,Hungary,Finland,1.0,11,1.0,10.0,1998-2002
4644,Croatia,Belgium,1.0,2,1.0,1.0,1998-2002
8433,Hungary,France,1.0,37,9.0,28.0,1998-2002
13711,Netherlands,Gabon,1.0,1,1.0,0.0,1998-2002
19144,Sudan,Saudi Arabia,1.0,8,1.0,6.0,1998-2002
4666,Croatia,Czechia,1.0,2,1.0,1.0,1998-2002
21988,United Kingdom,Philippines,1.0,11,2.0,9.0,1998-2002
4669,Croatia,Denmark,1.0,1,0.0,1.0,1998-2002
8411,Hungary,Czechia,1.0,3,0.0,3.0,1998-2002
20854,Tunisia,United Kingdom,1.0,1,0.0,1.0,1998-2002
8393,Hungary,Canada,1.0,15,3.0,12.0,1998-2002
21980,United Kingdom,Papua New Guinea,1.0,5,0.0,5.0,1998-2002
13732,Netherlands,Iceland,1.0,2,1.0,1.0,1998-2002
4690,Croatia,India,1.0,10,2.0,8.0,1998-2002
8400,Hungary,China,1.0,2,0.0,2.0,1998-2002
4686,Croatia,Hungary,1.0,2,0.0,2.0,1998-2002
4684,Croatia,Greece,1.0,1,1.0,0.0,1998-2002
4509,Colombia,South Korea,1.0,1,0.0,1.0,1998-2002
18572,South Korea,Ukraine,1.0,3,1.0,2.0,1998-2002
4680,Croatia,Germany,1.0,19,3.0,16.0,1998-2002
21984,United Kingdom,Peru,1.0,2,1.0,1.0,1998-2002
13728,Netherlands,Hungary,1.0,10,3.0,7.0,1998-2002
8405,Hungary,Croatia,1.0,2,0.0,2.0,1998-2002
4676,Croatia,France,1.0,2,1.0,1.0,1998-2002
8408,Hungary,Cuba,1.0,1,1.0,0.0,1998-2002
13723,Netherlands,Greece,1.0,22,6.0,15.0,1998-2002
15558,Peru,Spain,1.0,6,0.0,6.0,1998-2002
20851,Tunisia,United Arab Emirates,1.0,2,0.0,2.0,1998-2002
15636,Philippines,Finland,1.0,1,1.0,0.0,1998-2002
8540,Hungary,Serbia,1.0,4,1.0,3.0,1998-2002
4506,Colombia,South Africa,1.0,2,0.0,2.0,1998-2002
8668,Iceland,Switzerland,1.0,2,0.0,2.0,1998-2002
19175,Sudan,United States,1.0,9,2.0,7.0,1998-2002
15717,Philippines,Singapore,1.0,3,0.0,3.0,1998-2002
4337,China,Turkey,1.0,4,3.0,1.0,1998-2002
22081,United Kingdom,Syria,1.0,4,0.0,4.0,1998-2002
8674,Iceland,United Kingdom,1.0,12,4.0,8.0,1998-2002
13595,Nepal,United States,1.0,13,1.0,11.0,1998-2002
4330,China,Thailand,1.0,9,4.0,3.0,1998-2002
8678,Iceland,United States,1.0,17,1.0,14.0,1998-2002
22085,United Kingdom,Taiwan,1.0,110,12.0,63.0,1998-2002
15724,Philippines,Spain,1.0,2,1.0,1.0,1998-2002
20759,Tunisia,Indonesia,1.0,1,0.0,1.0,1998-2002
4324,China,Taiwan,1.0,124,30.0,53.0,1998-2002
4322,China,Syria,1.0,3,0.0,3.0,1998-2002
13591,Nepal,United Kingdom,1.0,2,0.0,2.0,1998-2002
20756,Tunisia,India,1.0,1,0.0,1.0,1998-2002
4318,China,Switzerland,1.0,48,9.0,32.0,1998-2002
18521,South Korea,Russia,1.0,14,1.0,13.0,1998-2002
8688,India,Argentina,1.0,14,8.0,6.0,1998-2002
4344,China,Ukraine,1.0,1,0.0,1.0,1998-2002
4347,China,United Arab Emirates,1.0,1,0.0,1.0,1998-2002
4374,Colombia,Austria,1.0,1,0.0,1.0,1998-2002
13612,Netherlands,Austria,1.0,42,8.0,34.0,1998-2002
4370,Colombia,Australia,1.0,5,2.0,3.0,1998-2002
8646,Iceland,Netherlands,1.0,2,1.0,1.0,1998-2002
4366,Colombia,Argentina,1.0,30,6.0,24.0,1998-2002
13608,Netherlands,Australia,1.0,81,19.0,61.0,1998-2002
20773,Tunisia,Japan,1.0,2,2.0,0.0,1998-2002
19171,Sudan,United Kingdom,1.0,6,0.0,6.0,1998-2002
8651,Iceland,Norway,1.0,6,3.0,3.0,1998-2002
22073,United Kingdom,Sweden,1.0,208,55.0,152.0,1998-2002
20769,Tunisia,Ivory Coast,1.0,4,3.0,1.0,1998-2002
4355,China,United States,1.0,2630,631.0,1785.0,1998-2002
13604,Netherlands,Argentina,1.0,12,3.0,9.0,1998-2002
8660,Iceland,Spain,1.0,1,1.0,0.0,1998-2002
4351,China,United Kingdom,1.0,443,94.0,315.0,1998-2002
22077,United Kingdom,Switzerland,1.0,327,69.0,255.0,1998-2002
20765,Tunisia,Italy,1.0,3,1.0,2.0,1998-2002
8664,Iceland,Sweden,1.0,14,1.0,10.0,1998-2002
15728,Philippines,Sri Lanka,1.0,1,0.0,1.0,1998-2002
4314,China,Sweden,1.0,94,18.0,69.0,1998-2002
8692,India,Australia,1.0,73,14.0,57.0,1998-2002
19188,Svalbard and Jan Mayen,Norway,1.0,10,1.0,9.0,1998-2002
8720,India,Botswana,1.0,3,0.0,2.0,1998-2002
4274,China,Saudi Arabia,1.0,2,0.0,2.0,1998-2002
8724,India,Brazil,1.0,24,3.0,20.0,1998-2002
18510,South Korea,Poland,1.0,3,0.0,3.0,1998-2002
4268,China,Russia,1.0,17,4.0,13.0,1998-2002
22100,United Kingdom,Tunisia,1.0,3,0.0,3.0,1998-2002
15749,Philippines,United Kingdom,1.0,5,2.0,3.0,1998-2002
20744,Tunisia,France,1.0,67,17.0,48.0,1998-2002
8729,India,Bulgaria,1.0,1,1.0,0.0,1998-2002
15753,Philippines,United States,1.0,45,15.0,29.0,1998-2002
4258,China,Portugal,1.0,16,3.0,12.0,1998-2002
22104,United Kingdom,Turkey,1.0,162,30.0,130.0,1998-2002
8734,India,Cameroon,1.0,1,0.0,1.0,1998-2002
4254,China,Poland,1.0,9,6.0,3.0,1998-2002
13559,Nepal,Philippines,1.0,1,0.0,1.0,1998-2002
8737,India,Canada,1.0,93,14.0,71.0,1998-2002
8717,India,Benin,1.0,1,0.0,1.0,1998-2002
15743,Philippines,Thailand,1.0,1,0.0,1.0,1998-2002
4280,China,Serbia,1.0,27,12.0,15.0,1998-2002
4284,China,Singapore,1.0,385,66.0,286.0,1998-2002
4310,China,Sudan,1.0,1,0.0,1.0,1998-2002
22089,United Kingdom,Tanzania,1.0,6,0.0,6.0,1998-2002
15731,Philippines,Sweden,1.0,1,1.0,0.0,1998-2002
13585,Nepal,Thailand,1.0,2,0.0,2.0,1998-2002
4306,China,Sri Lanka,1.0,3,1.0,2.0,1998-2002
8696,India,Austria,1.0,9,1.0,7.0,1998-2002
4302,China,Spain,1.0,9,1.0,7.0,1998-2002
8700,India,Bahrain,1.0,4,0.0,4.0,1998-2002
8640,Iceland,Japan,1.0,2,0.0,1.0,1998-2002
15735,Philippines,Switzerland,1.0,4,0.0,4.0,1998-2002
4297,China,South Korea,1.0,96,17.0,70.0,1998-2002
8703,India,Bangladesh,1.0,17,4.0,12.0,1998-2002
4293,China,South Africa,1.0,17,5.0,9.0,1998-2002
22093,United Kingdom,Thailand,1.0,74,20.0,44.0,1998-2002
4290,China,Slovenia,1.0,1,0.0,1.0,1998-2002
18514,South Korea,Portugal,1.0,2,0.0,2.0,1998-2002
4288,China,Slovakia,1.0,1,0.0,1.0,1998-2002
8710,India,Belgium,1.0,15,3.0,12.0,1998-2002
13580,Nepal,Sweden,1.0,1,0.0,1.0,1998-2002
16008,Poland,United Kingdom,1.0,97,18.0,79.0,1998-2002
20777,Tunisia,Kenya,1.0,1,0.0,1.0,1998-2002
15695,Philippines,Netherlands,1.0,3,1.0,2.0,1998-2002
4471,Colombia,New Zealand,1.0,1,1.0,0.0,1998-2002
15652,Philippines,India,1.0,8,2.0,6.0,1998-2002
13649,Netherlands,Canada,1.0,97,21.0,76.0,1998-2002
4467,Colombia,Netherlands,1.0,1,0.0,1.0,1998-2002
4466,Colombia,Mozambique,1.0,1,0.0,1.0,1998-2002
8571,Hungary,Taiwan,1.0,1,0.0,1.0,1998-2002
4461,Colombia,Mexico,1.0,33,9.0,24.0,1998-2002
22044,United Kingdom,Slovenia,1.0,8,2.0,6.0,1998-2002
13645,Netherlands,Burkina Faso,1.0,2,0.0,2.0,1998-2002
4455,Colombia,Kenya,1.0,1,1.0,0.0,1998-2002
18539,South Korea,Spain,1.0,4,1.0,3.0,1998-2002
13641,Netherlands,Bulgaria,1.0,2,0.0,2.0,1998-2002
4451,Colombia,Japan,1.0,2,1.0,1.0,1998-2002
8583,Hungary,United Arab Emirates,1.0,1,0.0,1.0,1998-2002
15662,Philippines,Ireland,1.0,1,0.0,1.0,1998-2002
8587,Hungary,United Kingdom,1.0,71,12.0,57.0,1998-2002
4445,Colombia,Italy,1.0,2,0.0,2.0,1998-2002
8566,Hungary,Switzerland,1.0,22,9.0,13.0,1998-2002
15664,Philippines,Italy,1.0,1,0.0,1.0,1998-2002
13653,Netherlands,Chile,1.0,2,1.0,1.0,1998-2002
8562,Hungary,Sweden,1.0,35,10.0,25.0,1998-2002
22032,United Kingdom,Sierra Leone,1.0,1,0.0,1.0,1998-2002
4503,Colombia,Serbia,1.0,1,1.0,0.0,1998-2002
8544,Hungary,Singapore,1.0,3,0.0,3.0,1998-2002
15639,Philippines,France,1.0,3,0.0,3.0,1998-2002
4498,Colombia,Russia,1.0,3,0.0,3.0,1998-2002
8547,Hungary,Slovakia,1.0,2,0.0,2.0,1998-2002
4495,Colombia,Reunion,1.0,1,0.0,1.0,1998-2002
15643,Philippines,Germany,1.0,3,1.0,2.0,1998-2002
22036,United Kingdom,Singapore,1.0,162,24.0,129.0,1998-2002
4489,Colombia,Poland,1.0,2,0.0,2.0,1998-2002
13657,Netherlands,China,1.0,45,4.0,35.0,1998-2002
20805,Tunisia,Poland,1.0,1,0.0,1.0,1998-2002
8554,Hungary,South Africa,1.0,1,0.0,1.0,1998-2002
15648,Philippines,Greece,1.0,1,0.0,1.0,1998-2002
8558,Hungary,Spain,1.0,12,2.0,10.0,1998-2002
4481,Colombia,Panama,1.0,1,1.0,0.0,1998-2002
22040,United Kingdom,Slovakia,1.0,14,2.0,12.0,1998-2002
4476,Colombia,Norway,1.0,1,0.0,1.0,1998-2002
22050,United Kingdom,South Africa,1.0,130,26.0,104.0,1998-2002
13637,Netherlands,Brazil,1.0,19,6.0,13.0,1998-2002
4440,Colombia,Indonesia,1.0,2,1.0,1.0,1998-2002
15685,Philippines,Malaysia,1.0,3,0.0,3.0,1998-2002
13622,Netherlands,Belgium,1.0,223,38.0,185.0,1998-2002
8621,Iceland,Finland,1.0,2,1.0,1.0,1998-2002
19167,Sudan,United Arab Emirates,1.0,1,0.0,1.0,1998-2002
4396,Colombia,Chile,1.0,7,2.0,5.0,1998-2002
22062,United Kingdom,Sri Lanka,1.0,16,8.0,5.0,1998-2002
13619,Netherlands,Belarus,1.0,3,0.0,3.0,1998-2002
4392,Colombia,Canada,1.0,9,3.0,5.0,1998-2002
8628,Iceland,Germany,1.0,2,0.0,2.0,1998-2002
4390,Colombia,Burkina Faso,1.0,1,0.0,1.0,1998-2002
18528,South Korea,Singapore,1.0,12,0.0,10.0,1998-2002
4386,Colombia,Brazil,1.0,9,2.0,7.0,1998-2002
15692,Philippines,Nepal,1.0,1,0.0,1.0,1998-2002
8632,Iceland,Greece,1.0,1,0.0,1.0,1998-2002
22066,United Kingdom,Sudan,1.0,5,1.0,4.0,1998-2002
8634,Iceland,Ireland,1.0,1,0.0,1.0,1998-2002
4379,Colombia,Belgium,1.0,3,2.0,1.0,1998-2002
4403,Colombia,Costa Rica,1.0,1,1.0,0.0,1998-2002
8619,Iceland,Egypt,1.0,1,0.0,1.0,1998-2002
8615,Iceland,Denmark,1.0,4,1.0,3.0,1998-2002
22058,United Kingdom,Spain,1.0,438,146.0,291.0,1998-2002
8591,Hungary,United States,1.0,257,75.0,180.0,1998-2002
4437,Colombia,Hungary,1.0,1,0.0,1.0,1998-2002
20792,Tunisia,Morocco,1.0,1,0.0,1.0,1998-2002
4433,Colombia,Guatemala,1.0,1,0.0,1.0,1998-2002
8595,Hungary,Uruguay,1.0,1,0.0,1.0,1998-2002
18534,South Korea,Slovenia,1.0,1,1.0,0.0,1998-2002
15673,Philippines,Japan,1.0,10,2.0,8.0,1998-2002
8598,Iceland,Australia,1.0,2,1.0,1.0,1998-2002
8637,Iceland,Italy,1.0,2,1.0,1.0,1998-2002
4427,Colombia,Germany,1.0,15,2.0,13.0,1998-2002
8601,Iceland,Austria,1.0,1,1.0,0.0,1998-2002
4422,Colombia,France,1.0,7,3.0,4.0,1998-2002
8606,Iceland,Belgium,1.0,1,0.0,1.0,1998-2002
15677,Philippines,Kenya,1.0,4,1.0,2.0,1998-2002
4416,Colombia,Ecuador,1.0,2,0.0,2.0,1998-2002
4412,Colombia,Denmark,1.0,1,1.0,0.0,1998-2002
13627,Netherlands,Benin,1.0,2,0.0,2.0,1998-2002
13626,Netherlands,Belize,1.0,1,0.0,1.0,1998-2002
22054,United Kingdom,South Korea,1.0,74,13.0,54.0,1998-2002
9124,Indonesia,Germany,1.0,4,0.0,4.0,1998-2002
18439,South Korea,Italy,1.0,7,1.0,6.0,1998-2002
16012,Poland,United States,1.0,389,97.0,292.0,1998-2002
9665,Ireland,Hungary,1.0,2,0.0,2.0,1998-2002
3052,Burkina Faso,United States,1.0,4,0.0,3.0,1998-2002
18308,South Africa,United Kingdom,1.0,175,43.0,131.0,1998-2002
20435,Thailand,Bangladesh,1.0,2,1.0,1.0,1998-2002
9669,Ireland,Iceland,1.0,2,0.0,2.0,1998-2002
22477,United States,Lithuania,1.0,11,2.0,9.0,1998-2002
3044,Burkina Faso,Togo,1.0,1,0.0,1.0,1998-2002
9672,Ireland,India,1.0,3,0.0,2.0,1998-2002
18304,South Africa,United Arab Emirates,1.0,1,0.0,1.0,1998-2002
19356,Sweden,Ireland,1.0,9,4.0,4.0,1998-2002
9677,Ireland,Iran,1.0,1,0.0,1.0,1998-2002
20431,Thailand,Austria,1.0,4,1.0,3.0,1998-2002
3033,Burkina Faso,Senegal,1.0,4,0.0,4.0,1998-2002
22481,United States,Luxembourg,1.0,6,1.0,5.0,1998-2002
13067,Moldova,Israel,1.0,2,0.0,2.0,1998-2002
16371,Qatar,Turkey,1.0,1,0.0,1.0,1998-2002
9685,Ireland,Italy,1.0,23,8.0,15.0,1998-2002
9661,Ireland,Greece,1.0,4,2.0,2.0,1998-2002
3026,Burkina Faso,Pakistan,1.0,1,0.0,0.0,1998-2002
18312,South Africa,United States,1.0,241,58.0,179.0,1998-2002
3062,Burundi,Belgium,1.0,1,0.0,1.0,1998-2002
16336,Qatar,Oman,1.0,1,0.0,1.0,1998-2002
9638,Ireland,Denmark,1.0,4,0.0,4.0,1998-2002
3083,Burundi,Cuba,1.0,6,1.0,5.0,1998-2002
22466,United States,Lebanon,1.0,53,13.0,40.0,1998-2002
20444,Thailand,Belize,1.0,1,1.0,0.0,1998-2002
3079,Burundi,China,1.0,1,0.0,1.0,1998-2002
13084,Moldova,Russia,1.0,8,1.0,7.0,1998-2002
19350,Sweden,Iran,1.0,8,1.0,7.0,1998-2002
3075,Burundi,Central African Republic,1.0,2,0.0,2.0,1998-2002
20440,Thailand,Belgium,1.0,4,1.0,3.0,1998-2002
3072,Burundi,Canada,1.0,1,1.0,0.0,1998-2002
9648,Ireland,Finland,1.0,2,0.0,2.0,1998-2002
13081,Moldova,Romania,1.0,3,2.0,1.0,1998-2002
9652,Ireland,France,1.0,25,7.0,18.0,1998-2002
3065,Burundi,Brazil,1.0,2,1.0,1.0,1998-2002
13078,Moldova,Poland,1.0,1,0.0,0.0,1998-2002
9656,Ireland,Germany,1.0,29,4.0,25.0,1998-2002
3059,Burundi,Australia,1.0,1,1.0,0.0,1998-2002
9634,Ireland,Czechia,1.0,2,1.0,1.0,1998-2002
18301,South Africa,Ukraine,1.0,1,0.0,1.0,1998-2002
3022,Burkina Faso,Niger,1.0,1,1.0,0.0,1998-2002
9715,Ireland,Mexico,1.0,2,0.0,2.0,1998-2002
2985,Burkina Faso,France,1.0,15,1.0,14.0,1998-2002
13050,Moldova,Canada,1.0,1,0.0,1.0,1998-2002
22500,United States,Malta,1.0,1,0.0,1.0,1998-2002
13049,Moldova,Cameroon,1.0,1,0.0,1.0,1998-2002
18293,South Africa,Turkey,1.0,1,0.0,1.0,1998-2002
9723,Ireland,Nepal,1.0,2,0.0,2.0,1998-2002
2976,Burkina Faso,Canada,1.0,2,0.0,2.0,1998-2002
16400,Republic of the Congo,Switzerland,1.0,1,0.0,1.0,1998-2002
20416,Tanzania,United Kingdom,1.0,12,2.0,9.0,1998-2002
2972,Burkina Faso,Cameroon,1.0,1,0.0,1.0,1998-2002
9727,Ireland,Netherlands,1.0,25,6.0,18.0,1998-2002
22505,United States,Mauritius,1.0,2,0.0,2.0,1998-2002
13045,Moldova,Belgium,1.0,3,0.0,3.0,1998-2002
2967,Burkina Faso,Benin,1.0,1,0.0,1.0,1998-2002
13044,Moldova,Austria,1.0,1,0.0,1.0,1998-2002
9731,Ireland,New Zealand,1.0,4,1.0,3.0,1998-2002
20420,Tanzania,United States,1.0,12,5.0,7.0,1998-2002
16374,Qatar,United Arab Emirates,1.0,1,0.0,1.0,1998-2002
9709,Ireland,Malaysia,1.0,5,2.0,3.0,1998-2002
22496,United States,Mali,1.0,8,0.0,8.0,1998-2002
22485,United States,Madagascar,1.0,4,0.0,4.0,1998-2002
3019,Burkina Faso,Netherlands,1.0,2,0.0,2.0,1998-2002
3016,Burkina Faso,Morocco,1.0,1,0.0,1.0,1998-2002
16378,Qatar,United Kingdom,1.0,5,1.0,4.0,1998-2002
9690,Ireland,Japan,1.0,5,0.0,5.0,1998-2002
13063,Moldova,Germany,1.0,11,1.0,10.0,1998-2002
22488,United States,Malawi,1.0,2,1.0,1.0,1998-2002
20427,Thailand,Australia,1.0,17,6.0,7.0,1998-2002
13060,Moldova,France,1.0,3,0.0,3.0,1998-2002
3006,Burkina Faso,Kenya,1.0,1,0.0,1.0,1998-2002
20425,Tanzania,Zimbabwe,1.0,1,0.0,1.0,1998-2002
3004,Burkina Faso,Japan,1.0,1,1.0,0.0,1998-2002
22492,United States,Malaysia,1.0,27,7.0,19.0,1998-2002
9701,Ireland,Libya,1.0,1,0.0,1.0,1998-2002
2999,Burkina Faso,Italy,1.0,1,0.0,1.0,1998-2002
18297,South Africa,Uganda,1.0,2,0.0,2.0,1998-2002
13058,Moldova,Finland,1.0,1,0.0,1.0,1998-2002
19360,Sweden,Israel,1.0,15,4.0,10.0,1998-2002
3090,Burundi,France,1.0,6,3.0,3.0,1998-2002
13090,Moldova,Spain,1.0,2,0.0,2.0,1998-2002
22462,United States,Latvia,1.0,4,0.0,4.0,1998-2002
22427,United States,Ivory Coast,1.0,2,0.0,2.0,1998-2002
13125,Monaco,Italy,1.0,2,0.0,2.0,1998-2002
18344,South Korea,Belarus,1.0,3,0.0,3.0,1998-2002
9559,Iraq,Pakistan,1.0,1,0.0,1.0,1998-2002
3182,Cambodia,France,1.0,2,1.0,1.0,1998-2002
16286,Qatar,Egypt,1.0,16,2.0,14.0,1998-2002
9561,Iraq,Qatar,1.0,2,1.0,1.0,1998-2002
20471,Thailand,Cyprus,1.0,1,1.0,0.0,1998-2002
22431,United States,Jamaica,1.0,1,1.0,0.0,1998-2002
16291,Qatar,France,1.0,1,0.0,1.0,1998-2002
22434,United States,Japan,1.0,3376,410.0,2907.0,1998-2002
13117,Monaco,France,1.0,5,0.0,5.0,1998-2002
19343,Sweden,India,1.0,20,4.0,15.0,1998-2002
18340,South Korea,Bangladesh,1.0,3,0.0,3.0,1998-2002
9575,Iraq,United States,1.0,1,0.0,1.0,1998-2002
3163,Burundi,Venezuela,1.0,1,1.0,0.0,1998-2002
20464,Thailand,China,1.0,3,2.0,1.0,1998-2002
19339,Sweden,Iceland,1.0,26,3.0,20.0,1998-2002
16300,Qatar,India,1.0,1,1.0,0.0,1998-2002
13128,Monaco,Jordan,1.0,1,0.0,1.0,1998-2002
22423,United States,Italy,1.0,1171,388.0,780.0,1998-2002
20486,Thailand,Finland,1.0,2,0.0,2.0,1998-2002
9530,Iraq,Germany,1.0,1,0.0,1.0,1998-2002
20484,Thailand,Ethiopia,1.0,1,0.0,1.0,1998-2002
13139,Monaco,United States,1.0,2,1.0,1.0,1998-2002
18353,South Korea,Bosnia and Herzegovina,1.0,1,0.0,1.0,1998-2002
22415,United States,Ireland,1.0,226,54.0,172.0,1998-2002
9538,Iraq,Italy,1.0,1,0.0,1.0,1998-2002
13135,Monaco,United Kingdom,1.0,1,1.0,0.0,1998-2002
3208,Cambodia,Russia,1.0,1,0.0,1.0,1998-2002
19335,Sweden,Hungary,1.0,15,3.0,12.0,1998-2002
22419,United States,Israel,1.0,956,209.0,738.0,1998-2002
9543,Iraq,Jordan,1.0,4,0.0,4.0,1998-2002
18347,South Korea,Belgium,1.0,6,2.0,3.0,1998-2002
16276,Qatar,Canada,1.0,1,0.0,1.0,1998-2002
3200,Cambodia,Malaysia,1.0,1,0.0,1.0,1998-2002
13132,Monaco,Switzerland,1.0,1,1.0,0.0,1998-2002
9547,Iraq,Malaysia,1.0,1,0.0,1.0,1998-2002
20477,Thailand,Denmark,1.0,1,1.0,0.0,1998-2002
13114,Monaco,Canada,1.0,1,0.0,1.0,1998-2002
3158,Burundi,Uruguay,1.0,2,0.0,2.0,1998-2002
22438,United States,Jordan,1.0,27,2.0,25.0,1998-2002
3121,Burundi,Morocco,1.0,2,0.0,2.0,1998-2002
3119,Burundi,Mexico,1.0,2,0.0,2.0,1998-2002
16315,Qatar,Japan,1.0,1,0.0,1.0,1998-2002
13101,Moldova,Ukraine,1.0,4,0.0,4.0,1998-2002
16318,Qatar,Jordan,1.0,1,0.0,1.0,1998-2002
20453,Thailand,Bulgaria,1.0,1,1.0,0.0,1998-2002
9614,Ireland,Burundi,1.0,2,0.0,2.0,1998-2002
22453,United States,Kuwait,1.0,33,8.0,24.0,1998-2002
13098,Moldova,Turkey,1.0,2,2.0,0.0,1998-2002
9617,Ireland,Canada,1.0,35,8.0,27.0,1998-2002
16324,Qatar,Kuwait,1.0,1,0.0,1.0,1998-2002
18326,South Korea,Argentina,1.0,1,1.0,0.0,1998-2002
3102,Burundi,Italy,1.0,3,2.0,1.0,1998-2002
9624,Ireland,China,1.0,8,3.0,5.0,1998-2002
20449,Thailand,Brazil,1.0,1,1.0,0.0,1998-2002
13093,Moldova,Switzerland,1.0,1,0.0,1.0,1998-2002
18321,South Africa,Zimbabwe,1.0,5,0.0,5.0,1998-2002
3122,Burundi,Nepal,1.0,1,0.0,1.0,1998-2002
9607,Ireland,Brazil,1.0,2,1.0,1.0,1998-2002
20455,Thailand,Burundi,1.0,10,3.0,7.0,1998-2002
18331,South Korea,Australia,1.0,28,7.0,17.0,1998-2002
3154,Burundi,United States,1.0,21,8.0,10.0,1998-2002
9584,Ireland,Australia,1.0,45,12.0,32.0,1998-2002
3151,Burundi,United Kingdom,1.0,4,0.0,3.0,1998-2002
16304,Qatar,Indonesia,1.0,1,0.0,1.0,1998-2002
18335,South Korea,Austria,1.0,1,0.0,1.0,1998-2002
9588,Ireland,Austria,1.0,2,1.0,1.0,1998-2002
3145,Burundi,Thailand,1.0,22,8.0,10.0,1998-2002
22442,United States,Kazakhstan,1.0,5,1.0,4.0,1998-2002
19364,Sweden,Italy,1.0,71,32.0,39.0,1998-2002
20460,Thailand,Canada,1.0,10,4.0,4.0,1998-2002
3138,Burundi,Sweden,1.0,2,0.0,2.0,1998-2002
9596,Ireland,Bangladesh,1.0,1,0.0,1.0,1998-2002
3135,Burundi,Spain,1.0,1,0.0,1.0,1998-2002
13106,Moldova,United States,1.0,6,0.0,6.0,1998-2002
9600,Ireland,Belgium,1.0,7,1.0,6.0,1998-2002
3131,Burundi,Russia,1.0,1,0.0,1.0,1998-2002
22446,United States,Kenya,1.0,53,11.0,42.0,1998-2002
13103,Moldova,United Kingdom,1.0,6,0.0,6.0,1998-2002
9592,Ireland,Bahrain,1.0,1,0.0,1.0,1998-2002
9735,Ireland,Nigeria,1.0,3,1.0,2.0,1998-2002
22509,United States,Mexico,1.0,403,79.0,321.0,1998-2002
9737,Ireland,Norway,1.0,2,1.0,1.0,1998-2002
22552,United States,New Caledonia,1.0,2,0.0,2.0,1998-2002
12985,Mexico,Spain,1.0,131,30.0,101.0,1998-2002
2796,Bulgaria,Czechia,1.0,18,8.0,10.0,1998-2002
9856,Israel,Belarus,1.0,1,0.0,1.0,1998-2002
2794,Bulgaria,Cyprus,1.0,1,0.0,1.0,1998-2002
18260,South Africa,Singapore,1.0,5,0.0,5.0,1998-2002
