,from,to,period,all_period_flow,female_period_flow,male_period_flow,period_year
4816,Cuba,Chile,4.0,16,6.0,10.0,2013-2017
4818,Cuba,China,4.0,9,3.0,6.0,2013-2017
4821,Cuba,Colombia,4.0,11,2.0,9.0,2013-2017
4823,Cuba,Costa Rica,4.0,2,1.0,1.0,2013-2017
4824,Cuba,Denmark,4.0,1,0.0,1.0,2013-2017
4828,Cuba,Ecuador,4.0,39,15.0,24.0,2013-2017
4831,Cuba,Finland,4.0,2,2.0,0.0,2013-2017
4808,Cuba,Cameroon,4.0,1,1.0,0.0,2013-2017
4839,Cuba,Germany,4.0,7,3.0,4.0,2013-2017
4769,Croatia,Thailand,4.0,1,0.0,1.0,2013-2017
4763,Croatia,Sweden,4.0,6,3.0,3.0,2013-2017
4708,Croatia,Kenya,4.0,1,0.0,1.0,2013-2017
4710,Croatia,Kuwait,4.0,1,0.0,1.0,2013-2017
4711,Croatia,Lithuania,4.0,1,1.0,0.0,2013-2017
4715,Croatia,Montenegro,4.0,3,2.0,1.0,2013-2017
4719,Croatia,Netherlands,4.0,8,4.0,4.0,2013-2017
4722,Croatia,New Zealand,4.0,2,1.0,1.0,2013-2017
4725,Croatia,Norway,4.0,2,1.0,1.0,2013-2017
4730,Croatia,Poland,4.0,4,2.0,2.0,2013-2017
4767,Croatia,Switzerland,4.0,18,10.0,8.0,2013-2017
4731,Croatia,Portugal,4.0,3,2.0,1.0,2013-2017
4738,Croatia,Saudi Arabia,4.0,1,1.0,0.0,2013-2017
4742,Croatia,Serbia,4.0,342,152.0,186.0,2013-2017
4743,Croatia,Singapore,4.0,1,0.0,1.0,2013-2017
4747,Croatia,Slovakia,4.0,7,6.0,1.0,2013-2017
4751,Croatia,Slovenia,4.0,11,3.0,8.0,2013-2017
4753,Croatia,South Africa,4.0,1,1.0,0.0,2013-2017
4755,Croatia,South Korea,4.0,1,0.0,1.0,2013-2017
4759,Croatia,Spain,4.0,10,6.0,4.0,2013-2017
4734,Croatia,Qatar,4.0,1,1.0,0.0,2013-2017
6766,France,Georgia,4.0,2,1.0,1.0,2013-2017
5104,Czechia,Ecuador,4.0,3,1.0,2.0,2013-2017
5110,Czechia,Estonia,4.0,2,1.0,1.0,2013-2017
5476,Denmark,Israel,4.0,8,5.0,3.0,2013-2017
5480,Denmark,Italy,4.0,50,22.0,28.0,2013-2017
5481,Denmark,Ivory Coast,4.0,1,0.0,1.0,2013-2017
5485,Denmark,Japan,4.0,24,5.0,19.0,2013-2017
5491,Denmark,Kenya,4.0,4,0.0,4.0,2013-2017
5492,Denmark,Kuwait,4.0,1,1.0,0.0,2013-2017
5493,Denmark,Latvia,4.0,2,1.0,1.0,2013-2017
5494,Denmark,Lebanon,4.0,1,1.0,0.0,2013-2017
5498,Denmark,Lithuania,4.0,5,1.0,4.0,2013-2017
5500,Denmark,Luxembourg,4.0,4,0.0,4.0,2013-2017
5504,Denmark,Malaysia,4.0,5,3.0,1.0,2013-2017
5505,Denmark,Mali,4.0,1,1.0,0.0,2013-2017
5506,Denmark,Malta,4.0,2,0.0,2.0,2013-2017
5510,Denmark,Mexico,4.0,8,4.0,4.0,2013-2017
5516,Denmark,Nepal,4.0,3,0.0,3.0,2013-2017
5520,Denmark,Netherlands,4.0,68,30.0,38.0,2013-2017
5521,Denmark,New Caledonia,4.0,1,1.0,0.0,2013-2017
5472,Denmark,Ireland,4.0,18,5.0,12.0,2013-2017
5468,Denmark,Iraq,4.0,2,1.0,1.0,2013-2017
5467,Denmark,Iran,4.0,14,6.0,8.0,2013-2017
5464,Denmark,Indonesia,4.0,6,1.0,5.0,2013-2017
5398,Denmark,Croatia,4.0,1,0.0,1.0,2013-2017
5401,Denmark,Cyprus,4.0,4,1.0,3.0,2013-2017
5405,Denmark,Czechia,4.0,20,9.0,10.0,2013-2017
5408,Denmark,Ecuador,4.0,3,3.0,0.0,2013-2017
5412,Denmark,Egypt,4.0,9,1.0,8.0,2013-2017
5415,Denmark,Estonia,4.0,6,2.0,4.0,2013-2017
5418,Denmark,Ethiopia,4.0,2,0.0,2.0,2013-2017
5420,Denmark,Faroe Islands,4.0,4,2.0,2.0,2013-2017
5525,Denmark,New Zealand,4.0,17,5.0,12.0,2013-2017
5424,Denmark,Finland,4.0,36,11.0,25.0,2013-2017
5433,Denmark,Germany,4.0,231,71.0,157.0,2013-2017
5436,Denmark,Ghana,4.0,5,2.0,3.0,2013-2017
5440,Denmark,Greece,4.0,9,3.0,6.0,2013-2017
5444,Denmark,Greenland,4.0,3,3.0,0.0,2013-2017
5448,Denmark,Guinea-Bissau,4.0,8,3.0,5.0,2013-2017
5452,Denmark,Hungary,4.0,1,1.0,0.0,2013-2017
5456,Denmark,Iceland,4.0,18,9.0,8.0,2013-2017
5460,Denmark,India,4.0,37,9.0,25.0,2013-2017
5428,Denmark,France,4.0,90,28.0,62.0,2013-2017
5529,Denmark,Nigeria,4.0,1,1.0,0.0,2013-2017
5533,Denmark,Norway,4.0,125,39.0,86.0,2013-2017
5535,Denmark,Oman,4.0,3,1.0,2.0,2013-2017
5622,Denmark,Turkey,4.0,9,2.0,6.0,2013-2017
5625,Denmark,Uganda,4.0,2,0.0,2.0,2013-2017
5628,Denmark,Ukraine,4.0,1,0.0,1.0,2013-2017
5630,Denmark,United Arab Emirates,4.0,4,2.0,2.0,2013-2017
5634,Denmark,United Kingdom,4.0,273,81.0,189.0,2013-2017
5638,Denmark,United States,4.0,417,118.0,294.0,2013-2017
5640,Denmark,Uruguay,4.0,1,1.0,0.0,2013-2017
5645,Denmark,Vietnam,4.0,7,5.0,2.0,2013-2017
5619,Denmark,Thailand,4.0,3,1.0,0.0,2013-2017
5647,Djibouti,United States,4.0,1,1.0,0.0,2013-2017
5653,Dominican Republic,Iran,4.0,2,1.0,1.0,2013-2017
5656,Dominican Republic,Mexico,4.0,1,0.0,1.0,2013-2017
5658,Dominican Republic,Spain,4.0,1,1.0,0.0,2013-2017
5662,Dominican Republic,United States,4.0,3,0.0,3.0,2013-2017
5664,Ecuador,Algeria,4.0,2,1.0,1.0,2013-2017
5668,Ecuador,Argentina,4.0,76,36.0,40.0,2013-2017
5670,Ecuador,Australia,4.0,2,0.0,2.0,2013-2017
5672,Ecuador,Austria,4.0,1,0.0,1.0,2013-2017
5650,Dominican Republic,Argentina,4.0,1,1.0,0.0,2013-2017
5394,Denmark,Colombia,4.0,4,0.0,3.0,2013-2017
5615,Denmark,Tanzania,4.0,2,0.0,2.0,2013-2017
5608,Denmark,Switzerland,4.0,86,24.0,60.0,2013-2017
5537,Denmark,Pakistan,4.0,8,2.0,6.0,2013-2017
5539,Denmark,Palestinian Territory,4.0,1,1.0,0.0,2013-2017
5546,Denmark,Poland,4.0,23,12.0,11.0,2013-2017
5550,Denmark,Portugal,4.0,26,12.0,14.0,2013-2017
5551,Denmark,Qatar,4.0,1,0.0,1.0,2013-2017
5555,Denmark,Romania,4.0,7,2.0,5.0,2013-2017
5559,Denmark,Russia,4.0,11,3.0,8.0,2013-2017
5562,Denmark,Saudi Arabia,4.0,7,1.0,6.0,2013-2017
5611,Denmark,Taiwan,4.0,3,1.0,2.0,2013-2017
5566,Denmark,Serbia,4.0,5,3.0,2.0,2013-2017
5574,Denmark,Slovakia,4.0,2,0.0,2.0,2013-2017
5578,Denmark,Slovenia,4.0,3,0.0,3.0,2013-2017
5582,Denmark,South Africa,4.0,11,5.0,6.0,2013-2017
5586,Denmark,South Korea,4.0,19,5.0,13.0,2013-2017
5590,Denmark,Spain,4.0,61,16.0,45.0,2013-2017
5594,Denmark,Sri Lanka,4.0,2,1.0,1.0,2013-2017
5600,Denmark,Svalbard and Jan Mayen,4.0,2,2.0,0.0,2013-2017
5604,Denmark,Sweden,4.0,230,82.0,144.0,2013-2017
5570,Denmark,Singapore,4.0,23,3.0,19.0,2013-2017
5108,Czechia,Egypt,4.0,15,3.0,12.0,2013-2017
5390,Denmark,China,4.0,137,34.0,94.0,2013-2017
5382,Denmark,Canada,4.0,61,22.0,37.0,2013-2017
5185,Czechia,Moldova,4.0,1,0.0,1.0,2013-2017
5192,Czechia,Netherlands,4.0,24,12.0,12.0,2013-2017
5193,Czechia,New Caledonia,4.0,1,0.0,1.0,2013-2017
5196,Czechia,New Zealand,4.0,5,1.0,4.0,2013-2017
5203,Czechia,Norway,4.0,19,5.0,13.0,2013-2017
5204,Czechia,Oman,4.0,1,1.0,0.0,2013-2017
5208,Czechia,Pakistan,4.0,29,11.0,18.0,2013-2017
5209,Czechia,Papua New Guinea,4.0,1,0.0,1.0,2013-2017
5210,Czechia,Peru,4.0,2,0.0,2.0,2013-2017
5215,Czechia,Poland,4.0,25,6.0,19.0,2013-2017
5219,Czechia,Portugal,4.0,28,15.0,13.0,2013-2017
5221,Czechia,Qatar,4.0,3,0.0,3.0,2013-2017
5223,Czechia,Romania,4.0,4,0.0,4.0,2013-2017
5227,Czechia,Russia,4.0,28,2.0,26.0,2013-2017
5231,Czechia,Saudi Arabia,4.0,4,0.0,4.0,2013-2017
5235,Czechia,Serbia,4.0,29,16.0,13.0,2013-2017
5238,Czechia,Singapore,4.0,3,1.0,2.0,2013-2017
5184,Czechia,Mexico,4.0,5,0.0,5.0,2013-2017
5180,Czechia,Malta,4.0,1,0.0,1.0,2013-2017
5179,Czechia,Malaysia,4.0,5,2.0,3.0,2013-2017
5176,Czechia,Madagascar,4.0,1,1.0,0.0,2013-2017
5114,Czechia,Finland,4.0,13,5.0,8.0,2013-2017
5118,Czechia,France,4.0,54,19.0,35.0,2013-2017
5122,Czechia,Georgia,4.0,17,14.0,3.0,2013-2017
5126,Czechia,Germany,4.0,137,32.0,104.0,2013-2017
5128,Czechia,Ghana,4.0,1,0.0,1.0,2013-2017
5135,Czechia,Hungary,4.0,8,4.0,4.0,2013-2017
5137,Czechia,Iceland,4.0,2,0.0,2.0,2013-2017
5141,Czechia,India,4.0,16,3.0,13.0,2013-2017
5242,Czechia,Slovakia,4.0,109,33.0,75.0,2013-2017
5144,Czechia,Indonesia,4.0,3,0.0,3.0,2013-2017
5152,Czechia,Ireland,4.0,6,3.0,3.0,2013-2017
5156,Czechia,Israel,4.0,6,3.0,3.0,2013-2017
5160,Czechia,Italy,4.0,28,5.0,23.0,2013-2017
5164,Czechia,Japan,4.0,34,9.0,25.0,2013-2017
5166,Czechia,Jordan,4.0,5,1.0,4.0,2013-2017
5167,Czechia,Kazakhstan,4.0,1,1.0,0.0,2013-2017
5170,Czechia,Latvia,4.0,1,0.0,1.0,2013-2017
5175,Czechia,Lithuania,4.0,1,0.0,1.0,2013-2017
5148,Czechia,Iran,4.0,10,3.0,7.0,2013-2017
5245,Czechia,Slovenia,4.0,2,0.0,2.0,2013-2017
5249,Czechia,South Africa,4.0,6,1.0,4.0,2013-2017
5252,Czechia,South Korea,4.0,13,3.0,10.0,2013-2017
5326,Democratic Republic of the Congo,Malawi,4.0,1,0.0,1.0,2013-2017
5333,Democratic Republic of the Congo,South Africa,4.0,1,0.0,1.0,2013-2017
5336,Democratic Republic of the Congo,Tanzania,4.0,1,1.0,0.0,2013-2017
5338,Democratic Republic of the Congo,Togo,4.0,2,0.0,2.0,2013-2017
5339,Democratic Republic of the Congo,United Kingdom,4.0,1,1.0,0.0,2013-2017
5343,Democratic Republic of the Congo,United States,4.0,2,1.0,1.0,2013-2017
5344,Democratic Republic of the Congo,Zambia,4.0,2,1.0,1.0,2013-2017
5348,Denmark,Argentina,4.0,1,0.0,1.0,2013-2017
5325,Democratic Republic of the Congo,Luxembourg,4.0,1,0.0,1.0,2013-2017
5352,Denmark,Australia,4.0,101,32.0,69.0,2013-2017
5359,Denmark,Bangladesh,4.0,5,2.0,3.0,2013-2017
5361,Denmark,Belarus,4.0,3,1.0,2.0,2013-2017
5365,Denmark,Belgium,4.0,36,12.0,24.0,2013-2017
5367,Denmark,Bosnia and Herzegovina,4.0,1,1.0,0.0,2013-2017
5368,Denmark,Botswana,4.0,1,0.0,1.0,2013-2017
5372,Denmark,Brazil,4.0,23,5.0,18.0,2013-2017
5374,Denmark,Brunei,4.0,2,0.0,2.0,2013-2017
5378,Denmark,Bulgaria,4.0,1,0.0,1.0,2013-2017
5356,Denmark,Austria,4.0,28,8.0,19.0,2013-2017
5386,Denmark,Chile,4.0,6,1.0,5.0,2013-2017
5323,Democratic Republic of the Congo,Italy,4.0,3,0.0,3.0,2013-2017
5319,Democratic Republic of the Congo,Greece,4.0,1,1.0,0.0,2013-2017
5256,Czechia,Spain,4.0,27,13.0,14.0,2013-2017
5261,Czechia,Sweden,4.0,34,16.0,18.0,2013-2017
5265,Czechia,Switzerland,4.0,48,11.0,37.0,2013-2017
5270,Czechia,Taiwan,4.0,3,0.0,2.0,2013-2017
5272,Czechia,Thailand,4.0,2,1.0,1.0,2013-2017
5276,Czechia,Tunisia,4.0,5,4.0,1.0,2013-2017
5280,Czechia,Turkey,4.0,9,2.0,7.0,2013-2017
5284,Czechia,Ukraine,4.0,3,0.0,3.0,2013-2017
5321,Democratic Republic of the Congo,Indonesia,4.0,2,0.0,2.0,2013-2017
5287,Czechia,United Arab Emirates,4.0,1,0.0,1.0,2013-2017
5295,Czechia,United States,4.0,153,47.0,106.0,2013-2017
5299,Czechia,Uzbekistan,4.0,2,0.0,2.0,2013-2017
5301,Czechia,Vietnam,4.0,7,1.0,6.0,2013-2017
5308,Democratic Republic of the Congo,Belgium,4.0,4,0.0,4.0,2013-2017
5310,Democratic Republic of the Congo,Brazil,4.0,1,0.0,1.0,2013-2017
5311,Democratic Republic of the Congo,Burkina Faso,4.0,1,0.0,0.0,2013-2017
5313,Democratic Republic of the Congo,Burundi,4.0,3,1.0,2.0,2013-2017
5314,Democratic Republic of the Congo,Canada,4.0,1,1.0,0.0,2013-2017
5291,Czechia,United Kingdom,4.0,103,27.0,75.0,2013-2017
6770,France,Germany,4.0,900,282.0,607.0,2013-2017
6773,France,Ghana,4.0,7,0.0,7.0,2013-2017
6777,France,Greece,4.0,45,15.0,29.0,2013-2017
8350,Honduras,Japan,4.0,1,0.0,1.0,2013-2017
8358,Honduras,Sweden,4.0,2,1.0,1.0,2013-2017
8363,Honduras,United States,4.0,2,1.0,1.0,2013-2017
8366,Hungary,Argentina,4.0,2,2.0,0.0,2013-2017
8370,Hungary,Australia,4.0,11,2.0,9.0,2013-2017
8374,Hungary,Austria,4.0,51,16.0,35.0,2013-2017
8376,Hungary,Barbados,4.0,1,1.0,0.0,2013-2017
8381,Hungary,Belgium,4.0,25,6.0,19.0,2013-2017
8384,Hungary,Bosnia and Herzegovina,4.0,7,2.0,5.0,2013-2017
8387,Hungary,Brazil,4.0,6,1.0,5.0,2013-2017
8391,Hungary,Bulgaria,4.0,5,1.0,4.0,2013-2017
8392,Hungary,Cameroon,4.0,1,0.0,1.0,2013-2017
8396,Hungary,Canada,4.0,28,10.0,18.0,2013-2017
8399,Hungary,Chile,4.0,2,1.0,1.0,2013-2017
8403,Hungary,China,4.0,13,4.0,9.0,2013-2017
8407,Hungary,Croatia,4.0,5,3.0,2.0,2013-2017
8410,Hungary,Cyprus,4.0,1,1.0,0.0,2013-2017
8345,Honduras,Costa Rica,4.0,1,1.0,0.0,2013-2017
8341,Haiti,United States,4.0,3,0.0,3.0,2013-2017
8337,Haiti,Nepal,4.0,1,0.0,1.0,2013-2017
8336,Haiti,Italy,4.0,2,2.0,0.0,2013-2017
8295,Guinea,France,4.0,3,0.0,3.0,2013-2017
8296,Guinea,Germany,4.0,7,2.0,5.0,2013-2017
8297,Guinea,Ivory Coast,4.0,1,0.0,1.0,2013-2017
8299,Guinea,Kenya,4.0,1,1.0,0.0,2013-2017
8301,Guinea,Switzerland,4.0,3,2.0,1.0,2013-2017
8303,Guinea,United States,4.0,1,0.0,1.0,2013-2017
8308,Guinea-Bissau,Denmark,4.0,9,5.0,4.0,2013-2017
8313,Guinea-Bissau,Ivory Coast,4.0,4,1.0,3.0,2013-2017
8414,Hungary,Czechia,4.0,14,6.0,8.0,2013-2017
8314,Guinea-Bissau,Mozambique,4.0,1,0.0,1.0,2013-2017
8322,Guinea-Bissau,Tunisia,4.0,1,0.0,1.0,2013-2017
8324,Guinea-Bissau,United States,4.0,1,1.0,0.0,2013-2017
8325,Guyana,Burundi,4.0,1,0.0,1.0,2013-2017
8326,Guyana,China,4.0,1,0.0,1.0,2013-2017
8328,Guyana,India,4.0,1,0.0,1.0,2013-2017
8331,Guyana,United Kingdom,4.0,1,1.0,0.0,2013-2017
8333,Guyana,United States,4.0,1,0.0,1.0,2013-2017
8335,Haiti,France,4.0,2,0.0,2.0,2013-2017
8317,Guinea-Bissau,Spain,4.0,1,1.0,0.0,2013-2017
8418,Hungary,Denmark,4.0,15,7.0,8.0,2013-2017
8419,Hungary,Ecuador,4.0,2,0.0,2.0,2013-2017
8423,Hungary,Egypt,4.0,4,0.0,4.0,2013-2017
8497,Hungary,Morocco,4.0,8,0.0,8.0,2013-2017
8501,Hungary,Netherlands,4.0,25,9.0,16.0,2013-2017
8504,Hungary,New Zealand,4.0,2,1.0,1.0,2013-2017
8506,Hungary,Nigeria,4.0,1,0.0,1.0,2013-2017
8507,Hungary,North Macedonia,4.0,1,0.0,1.0,2013-2017
8511,Hungary,Norway,4.0,15,8.0,7.0,2013-2017
8516,Hungary,Pakistan,4.0,22,3.0,18.0,2013-2017
8518,Hungary,Philippines,4.0,1,1.0,0.0,2013-2017
8495,Hungary,Montenegro,4.0,1,0.0,1.0,2013-2017
8522,Hungary,Poland,4.0,2,2.0,0.0,2013-2017
8528,Hungary,Qatar,4.0,4,0.0,4.0,2013-2017
8532,Hungary,Romania,4.0,15,7.0,8.0,2013-2017
8536,Hungary,Russia,4.0,6,2.0,4.0,2013-2017
8538,Hungary,Saudi Arabia,4.0,2,1.0,1.0,2013-2017
8543,Hungary,Serbia,4.0,6,2.0,4.0,2013-2017
8546,Hungary,Singapore,4.0,3,1.0,2.0,2013-2017
8550,Hungary,Slovakia,4.0,16,4.0,12.0,2013-2017
8553,Hungary,Slovenia,4.0,2,2.0,0.0,2013-2017
8526,Hungary,Portugal,4.0,6,3.0,3.0,2013-2017
8292,Guinea,Cameroon,4.0,1,0.0,1.0,2013-2017
8494,Hungary,Mexico,4.0,5,1.0,4.0,2013-2017
8489,Hungary,Luxembourg,4.0,1,0.0,1.0,2013-2017
8426,Hungary,Estonia,4.0,1,0.0,1.0,2013-2017
8428,Hungary,Ethiopia,4.0,1,0.0,1.0,2013-2017
8432,Hungary,Finland,4.0,12,8.0,4.0,2013-2017
8436,Hungary,France,4.0,39,11.0,28.0,2013-2017
8442,Hungary,Germany,4.0,130,41.0,89.0,2013-2017
8446,Hungary,Greece,4.0,2,1.0,1.0,2013-2017
8447,Hungary,Honduras,4.0,1,0.0,1.0,2013-2017
8452,Hungary,India,4.0,4,0.0,4.0,2013-2017
8490,Hungary,Malawi,4.0,1,0.0,1.0,2013-2017
8457,Hungary,Iran,4.0,17,4.0,13.0,2013-2017
8465,Hungary,Israel,4.0,7,1.0,6.0,2013-2017
8469,Hungary,Italy,4.0,28,5.0,21.0,2013-2017
8473,Hungary,Japan,4.0,14,3.0,10.0,2013-2017
8475,Hungary,Kazakhstan,4.0,3,1.0,2.0,2013-2017
8478,Hungary,Kenya,4.0,1,1.0,0.0,2013-2017
8482,Hungary,Kyrgyzstan,4.0,2,0.0,2.0,2013-2017
8485,Hungary,Latvia,4.0,1,0.0,1.0,2013-2017
8486,Hungary,Lebanon,4.0,1,0.0,1.0,2013-2017
8461,Hungary,Ireland,4.0,3,0.0,3.0,2013-2017
8555,Hungary,South Africa,4.0,2,0.0,2.0,2013-2017
8291,Guinea,Burundi,4.0,1,0.0,1.0,2013-2017
8283,Guatemala,Spain,4.0,2,1.0,1.0,2013-2017
8081,Greece,Kazakhstan,4.0,10,0.0,10.0,2013-2017
8084,Greece,Kuwait,4.0,5,0.0,5.0,2013-2017
8090,Greece,Lebanon,4.0,1,1.0,0.0,2013-2017
8094,Greece,Luxembourg,4.0,6,2.0,4.0,2013-2017
8096,Greece,Malaysia,4.0,2,1.0,1.0,2013-2017
8098,Greece,Malta,4.0,4,2.0,2.0,2013-2017
8101,Greece,Mexico,4.0,3,2.0,1.0,2013-2017
8104,Greece,Morocco,4.0,1,0.0,1.0,2013-2017
8110,Greece,Netherlands,4.0,78,18.0,59.0,2013-2017
8113,Greece,New Zealand,4.0,2,0.0,2.0,2013-2017
8114,Greece,Nigeria,4.0,2,1.0,1.0,2013-2017
8118,Greece,Norway,4.0,25,8.0,17.0,2013-2017
8120,Greece,Oman,4.0,1,0.0,1.0,2013-2017
8122,Greece,Palestinian Territory,4.0,3,0.0,3.0,2013-2017
8124,Greece,Philippines,4.0,1,0.0,0.0,2013-2017
8127,Greece,Poland,4.0,9,1.0,8.0,2013-2017
8131,Greece,Portugal,4.0,32,20.0,12.0,2013-2017
8079,Greece,Japan,4.0,11,0.0,10.0,2013-2017
8075,Greece,Italy,4.0,80,30.0,49.0,2013-2017
8071,Greece,Israel,4.0,3,1.0,2.0,2013-2017
8067,Greece,Ireland,4.0,16,5.0,11.0,2013-2017
8003,Greece,Bulgaria,4.0,8,4.0,4.0,2013-2017
8008,Greece,Canada,4.0,49,17.0,32.0,2013-2017
8011,Greece,Chile,4.0,3,1.0,2.0,2013-2017
8015,Greece,China,4.0,21,6.0,15.0,2013-2017
8021,Greece,Cyprus,4.0,80,29.0,50.0,2013-2017
8025,Greece,Czechia,4.0,14,4.0,10.0,2013-2017
8030,Greece,Denmark,4.0,27,8.0,19.0,2013-2017
8036,Greece,Finland,4.0,15,4.0,11.0,2013-2017
8133,Greece,Qatar,4.0,12,4.0,8.0,2013-2017
8040,Greece,France,4.0,82,23.0,59.0,2013-2017
8042,Greece,Georgia,4.0,2,0.0,2.0,2013-2017
8046,Greece,Germany,4.0,187,57.0,130.0,2013-2017
8047,Greece,Ghana,4.0,2,1.0,1.0,2013-2017
8051,Greece,Hungary,4.0,3,0.0,3.0,2013-2017
8055,Greece,India,4.0,3,0.0,3.0,2013-2017
8058,Greece,Indonesia,4.0,4,0.0,4.0,2013-2017
8061,Greece,Iran,4.0,3,0.0,3.0,2013-2017
8063,Greece,Iraq,4.0,1,0.0,1.0,2013-2017
8041,Greece,Gabon,4.0,1,1.0,0.0,2013-2017
8137,Greece,Romania,4.0,5,3.0,2.0,2013-2017
8141,Greece,Russia,4.0,11,2.0,9.0,2013-2017
8142,Greece,Saint Kitts and Nevis,4.0,1,0.0,1.0,2013-2017
8218,Grenada,Canada,4.0,3,2.0,1.0,2013-2017
8219,Grenada,France,4.0,1,0.0,1.0,2013-2017
8223,Grenada,United States,4.0,22,3.0,18.0,2013-2017
8227,Guadeloupe,Cuba,4.0,1,0.0,1.0,2013-2017
8231,Guadeloupe,France,4.0,13,7.0,5.0,2013-2017
8237,Guadeloupe,Italy,4.0,4,1.0,2.0,2013-2017
8240,Guadeloupe,Madagascar,4.0,1,0.0,1.0,2013-2017
8246,Guadeloupe,Switzerland,4.0,1,1.0,0.0,2013-2017
8217,Grenada,Bulgaria,4.0,2,1.0,1.0,2013-2017
8250,Guadeloupe,United States,4.0,1,1.0,0.0,2013-2017
8258,Guatemala,Canada,4.0,1,0.0,1.0,2013-2017
8259,Guatemala,Chile,4.0,2,2.0,0.0,2013-2017
8262,Guatemala,Colombia,4.0,3,1.0,2.0,2013-2017
8265,Guatemala,France,4.0,1,1.0,0.0,2013-2017
8270,Guatemala,Italy,4.0,1,1.0,0.0,2013-2017
8273,Guatemala,Mexico,4.0,2,1.0,1.0,2013-2017
8275,Guatemala,Netherlands,4.0,1,0.0,1.0,2013-2017
8279,Guatemala,Philippines,4.0,1,1.0,0.0,2013-2017
8254,Guatemala,Brazil,4.0,1,0.0,1.0,2013-2017
8289,Guatemala,United States,4.0,15,4.0,11.0,2013-2017
8215,Grenada,Barbados,4.0,1,1.0,0.0,2013-2017
8209,Greenland,Denmark,4.0,7,3.0,4.0,2013-2017
8144,Greece,Saudi Arabia,4.0,17,1.0,16.0,2013-2017
8148,Greece,Serbia,4.0,7,3.0,4.0,2013-2017
8152,Greece,Singapore,4.0,7,1.0,6.0,2013-2017
8155,Greece,Slovakia,4.0,2,0.0,2.0,2013-2017
8157,Greece,Slovenia,4.0,2,0.0,2.0,2013-2017
8160,Greece,South Africa,4.0,5,2.0,3.0,2013-2017
8164,Greece,South Korea,4.0,3,1.0,2.0,2013-2017
8168,Greece,Spain,4.0,51,27.0,24.0,2013-2017
8210,Greenland,Iceland,4.0,1,1.0,0.0,2013-2017
8173,Greece,Sweden,4.0,75,26.0,49.0,2013-2017
8181,Greece,Taiwan,4.0,6,0.0,6.0,2013-2017
8183,Greece,Thailand,4.0,5,1.0,4.0,2013-2017
8186,Greece,Tunisia,4.0,1,1.0,0.0,2013-2017
8190,Greece,Turkey,4.0,12,0.0,12.0,2013-2017
8194,Greece,Ukraine,4.0,1,0.0,1.0,2013-2017
8196,Greece,United Arab Emirates,4.0,13,3.0,10.0,2013-2017
8200,Greece,United Kingdom,4.0,628,201.0,425.0,2013-2017
8204,Greece,United States,4.0,396,113.0,278.0,2013-2017
8177,Greece,Switzerland,4.0,95,36.0,59.0,2013-2017
7999,Greece,Brunei,4.0,1,0.0,1.0,2013-2017
8557,Hungary,South Korea,4.0,3,0.0,3.0,2013-2017
8565,Hungary,Sweden,4.0,23,8.0,15.0,2013-2017
8893,India,Mexico,4.0,38,9.0,29.0,2013-2017
8894,India,Montenegro,4.0,1,0.0,1.0,2013-2017
8895,India,Morocco,4.0,1,0.0,1.0,2013-2017
8899,India,Namibia,4.0,2,0.0,2.0,2013-2017
8903,India,Nepal,4.0,39,9.0,29.0,2013-2017
8907,India,Netherlands,4.0,76,20.0,46.0,2013-2017
8911,India,New Zealand,4.0,28,8.0,18.0,2013-2017
8913,India,Niger,4.0,3,0.0,3.0,2013-2017
8917,India,Nigeria,4.0,17,7.0,10.0,2013-2017
8922,India,Norway,4.0,19,4.0,15.0,2013-2017
8926,India,Oman,4.0,38,11.0,25.0,2013-2017
8930,India,Pakistan,4.0,153,42.0,110.0,2013-2017
8936,India,Panama,4.0,4,0.0,3.0,2013-2017
8939,India,Papua New Guinea,4.0,3,0.0,3.0,2013-2017
8941,India,Peru,4.0,4,0.0,4.0,2013-2017
8945,India,Philippines,4.0,20,6.0,11.0,2013-2017
8949,India,Poland,4.0,33,7.0,25.0,2013-2017
8887,India,Mali,4.0,10,3.0,7.0,2013-2017
8883,India,Maldives,4.0,1,0.0,1.0,2013-2017
8882,India,Malaysia,4.0,185,45.0,130.0,2013-2017
8878,India,Luxembourg,4.0,2,0.0,2.0,2013-2017
8824,India,Indonesia,4.0,17,3.0,14.0,2013-2017
8828,India,Iran,4.0,69,13.0,53.0,2013-2017
8831,India,Iraq,4.0,21,4.0,17.0,2013-2017
8835,India,Ireland,4.0,33,11.0,22.0,2013-2017
8840,India,Israel,4.0,181,36.0,130.0,2013-2017
8844,India,Italy,4.0,125,32.0,87.0,2013-2017
8845,India,Ivory Coast,4.0,1,0.0,1.0,2013-2017
8846,India,Jamaica,4.0,1,1.0,0.0,2013-2017
8953,India,Portugal,4.0,57,10.0,41.0,2013-2017
8850,India,Japan,4.0,225,40.0,163.0,2013-2017
8857,India,Kazakhstan,4.0,6,1.0,5.0,2013-2017
8861,India,Kenya,4.0,11,2.0,8.0,2013-2017
8865,India,Kuwait,4.0,15,2.0,11.0,2013-2017
8867,India,Latvia,4.0,2,1.0,1.0,2013-2017
8868,India,Lebanon,4.0,3,0.0,3.0,2013-2017
8870,India,Lesotho,4.0,1,0.0,1.0,2013-2017
8873,India,Libya,4.0,3,0.0,3.0,2013-2017
8875,India,Lithuania,4.0,1,0.0,1.0,2013-2017
